Bo_Age,Ln_Orig,Orig_LTV_Ratio_Pct,Credit_score,First_home,Tot_mthly_debt_exp,Tot_mthly_incm,pur_prc_amt,DTI Ratio,OUTCOME,Median_state_inc
37,76285,95,720,N,3481,8955,277000,0.388721,non-default,"49,894"
40,198650,95,668,Y,1357,5025,100000,0.270067,non-default,"39,000"
36,159950,97,692,N,749,2916,110000,0.256859,non-default,"44,476"
28,54150,95,711,N,3765,7418,287000,0.507549,non-default,"55,970"
37,40000,62,701,N,3568,8500,289000,0.419765,non-default,"55,970"
38,193700,100,626,Y,1169,5025,46000,0.232651,non-default,"56,763"
37,168750,72,642,N,1894,5688,105000,0.332982,non-default,"44,228"
33,103500,90,657,N,1956,3340,274135,0.585629,non-default,"39,000"
24,147100,100,605,Y,2441,4028,99150,0.606008,non-default,"41,275"
36,112900,100,774,N,1293,4578,117000,0.282438,non-default,"53,275"
32,115800,98,657,N,1970,5670,208511,0.347443,non-default,"49,894"
37,300000,80,736,Y,3535,9433,289000,0.374748,non-default,"49,894"
61,95950,98,715,N,683,4800,108000,0.142292,non-default,"56,763"
29,220000,80,670,N,1515,15828,196000,0.095716,default,"44,160"
21,79900,100,745,N,1054,35000,103500,0.030114,non-default,"39,000"
24,141425,100,756,N,2117,5339,240000,0.396516,non-default,"54,627"
38,135900,100,792,N,1862,5275,169000,0.352986,non-default,"37,396"
34,159600,95,653,N,1100,2225,138787,0.494382,non-default,"43,217"
24,87990,97,744,N,1560,6943,153985,0.224687,non-default,"41,275"
44,197000,90,698,Y,1946,3166,171370,0.614656,non-default,"45,787"
44,199500,95,779,N,1225,2906,117500,0.421542,non-default,"44,476"
36,400000,80,598,Y,841,1758,64900,0.478385,non-default,"43,003"
27,147510,90,681,N,734,3500,73000,0.209714,non-default,"40,171"
47,154182,100,705,N,2442,5353,169950,0.456193,non-default,"53,275"
37,196500,100,755,N,949,3481,135000,0.272623,non-default,"44,286"
37,105000,71,669,N,2185,4714,331795,0.463513,non-default,"49,894"
76,80000,92,625,N,1536,4953,115001,0.310115,non-default,"49,894"
46,130200,80,701,Y,1257,5025,164900,0.250165,non-default,"49,894"
23,163900,100,662,N,848,3550,185000,0.238873,non-default,"49,894"
35,52550,100,637,N,2387,7850,124000,0.304076,non-default,"44,286"
37,158300,90,677,N,0,3700,118000,0,non-default,"49,894"
37,130000,63,708,N,3619,8914,270000,0.405991,non-default,"46,984"
37,209600,80,799,N,0,5025,120000,0,non-default,"55,970"
37,142500,95,699,N,1355,3307,73500,0.409737,non-default,"43,988"
64,203110,97,653,N,1254,5025,165000,0.249568,non-default,"53,275"
38,125600,80,651,N,1576,3612,235000,0.436323,default,"43,217"
50,140000,100,655,Y,1661,3711,203900,0.447588,non-default,"40,171"
37,154400,80,653,N,3310,8972,190500,0.368926,non-default,"44,160"
38,71050,102,670,Y,820,2080,65000,0.394231,non-default,"44,476"
36,218000,100,770,N,1252,4363,139000,0.286959,non-default,"39,000"
28,100000,100,640,Y,2792,6733,324450,0.414674,non-default,"44,228"
27,173250,97,759,N,1426,4507,126001,0.316397,non-default,"44,476"
26,128350,99,729,N,960,6416,130000,0.149626,non-default,"38,281"
37,190400,80,698,N,1923,9500,190400,0.202421,non-default,"41,275"
55,90400,80,697,N,2452,6541,206000,0.374866,non-default,"40,171"
25,85500,95,733,N,2826,6897,138465,0.409743,non-default,"43,003"
28,145875,100,646,N,1113,3411,79900,0.326297,non-default,"43,217"
37,236000,100,606,N,770,2890,72000,0.266436,non-default,"44,286"
28,128000,100,580,N,2161,3984,217500,0.54242,non-default,"38,111"
28,106000,100,623,N,1207,6600,120000,0.182879,non-default,"39,326"
24,109901,97,749,N,2433,6507,257700,0.373905,non-default,"49,894"
46,352000,80,808,Y,892,1707,95000,0.522554,non-default,"40,171"
28,76950,90,609,N,2056,7166,256200,0.28691,non-default,"46,199"
37,198700,100,528,N,2089,3725,187879,0.560805,non-default,"40,171"
32,204250,95,665,N,824,2544,62500,0.323899,non-default,"44,160"
37,114750,85,665,N,1315,4037,126000,0.325737,non-default,"44,286"
37,99000,90,699,N,2206,5391,188665,0.409201,non-default,"43,217"
48,193900,97,582,N,907,1723,58000,0.526407,non-default,"38,550"
42,252225,100,629,N,0,5025,325000,0,non-default,"44,228"
37,213600,80,680,N,0,5025,196000,0,non-default,"39,326"
28,277000,94,647,N,2506,4088,169031,0.613014,non-default,"40,171"
33,161500,95,545,Y,1074,3984,143500,0.269578,non-default,"42,590"
24,94900,97,655,Y,2839,5833,194900,0.486714,non-default,"41,275"
40,212400,90,669,N,0,12000,205900,0,non-default,"44,160"
37,162345,100,675,Y,2170,3134,186900,0.692406,non-default,"40,171"
28,155000,100,677,N,2031,3995,163580,0.508385,non-default,"46,984"
36,168575,100,593,N,1270,2875,190891,0.441739,non-default,"40,171"
37,315238,91,618,Y,887,1948,115144,0.455339,non-default,"43,003"
37,104400,80,605,N,3593,8750,311400,0.410629,non-default,"49,894"
25,52000,100,687,N,3067,8074,139900,0.379861,non-default,"40,171"
31,203050,100,667,N,678,3012,107000,0.2251,non-default,"39,000"
30,170000,100,664,N,1580,4564,175060,0.346188,non-default,"46,984"
45,100000,80,776,N,2558,10935,329900,0.233928,non-default,"41,275"
24,115000,100,754,N,2705,5882,224418,0.459878,non-default,"40,171"
37,87300,90,720,N,2325,9611,220000,0.24191,default,"43,003"
38,247538,102,625,N,0,2300,67900,0,non-default,"43,988"
61,240000,67,621,N,0,5025,290000,0,non-default,"46,984"
25,104500,95,653,Y,2625,4000,145500,0.65625,non-default,"40,171"
63,204000,80,584,N,1551,3750,122149,0.4136,non-default,"43,217"
66,73100,90,679,N,1678,5500,210000,0.305091,non-default,"49,894"
34,261250,95,606,N,1794,3432,161990,0.522727,non-default,"43,217"
29,156250,97,593,N,988,4116,132300,0.240039,non-default,"43,217"
37,111200,100,748,N,1245,3128,100000,0.398018,non-default,"39,000"
38,110000,87,640,N,2905,5752,135000,0.505042,non-default,"40,171"
23,61500,99,663,N,1207,6400,61500,0.188594,non-default,"51,022"
38,198000,100,775,N,1283,3100,150000,0.413871,default,"43,217"
22,191900,95,678,N,1481,3366,68400,0.439988,non-default,"45,787"
58,180000,80,671,Y,1902,4836,199025,0.3933,non-default,"44,476"
36,143600,97,765,N,890,3987,61000,0.223225,non-default,"38,111"
50,144000,80,743,N,616,6126,82000,0.100555,non-default,"43,003"
31,295000,100,624,Y,0,5025,125000,0,non-default,"40,171"
37,297000,100,683,N,1970,5025,180345,0.392064,non-default,"42,590"
37,95000,100,687,N,2089,5727,118000,0.364763,non-default,"43,988"
24,57200,97,686,N,1117,8374,82000,0.133389,non-default,"47,220"
38,289275,102,663,N,0,5025,341000,0,non-default,"56,772"
37,322700,79,715,N,0,5025,374500,0,non-default,"49,894"
32,169500,100,688,N,1834,5025,299530,0.364998,non-default,"42,617"
37,314972,100,570,N,1395,5025,174500,0.277629,default,"43,217"
55,82800,90,741,N,1969,5637,120000,0.349299,non-default,"43,217"
41,90000,90,634,N,5804,11750,83000,0.493957,non-default,"41,275"
25,136000,100,722,Y,675,3646,140000,0.185134,non-default,"56,772"
31,156050,89,819,N,4385,4520,320000,0.970133,non-default,"48,688"
40,116370,95,660,Y,1942,4475,258000,0.433966,non-default,"56,763"
23,102000,87,769,N,2828,5142,367787,0.549981,non-default,"46,984"
51,72000,90,661,N,1744,4167,178000,0.418527,non-default,"45,787"
55,226800,90,664,N,0,5025,217998,0,non-default,"42,590"
35,255200,80,700,N,4558,12700,252900,0.358898,non-default,"56,772"
21,130500,100,642,N,1926,3553,182900,0.542077,non-default,"56,763"
37,100000,90,688,Y,2037,7194,225000,0.283153,non-default,"56,763"
32,136950,95,806,N,4165,13879,197200,0.300094,non-default,"49,894"
35,174400,95,708,Y,957,4200,73000,0.227857,non-default,"43,217"
34,140989,97,698,N,1884,13000,290000,0.144923,non-default,"49,894"
48,117600,80,664,N,1371,3343,109900,0.410111,non-default,"44,286"
49,111150,95,601,Y,1348,2773,125542,0.486116,non-default,"43,217"
48,115000,100,788,N,3316,7333,299500,0.452202,non-default,"51,022"
58,180000,80,805,N,1815,6596,149429,0.275167,non-default,"42,590"
46,155000,100,658,N,2535,6248,325000,0.40573,non-default,"46,199"
37,112000,95,630,N,2616,6009,157500,0.435347,non-default,"38,550"
24,121650,95,667,N,2811,4946,227310,0.568338,non-default,"39,000"
49,64000,80,687,N,0,5025,146000,0,non-default,"49,894"
71,140000,100,668,N,1845,4596,181500,0.401436,non-default,"33,948"
64,76125,102,709,N,2742,7378,300000,0.371645,non-default,"43,217"
26,71000,100,662,N,2346,4660,130000,0.503433,non-default,"43,003"
37,89800,93,757,N,2055,9166,257000,0.224198,non-default,"38,111"
39,275000,100,635,Y,1426,3237,66500,0.440531,non-default,"43,042"
37,212565,100,724,Y,4091,5025,550000,0.814181,non-default,"44,228"
28,178700,100,704,Y,1383,3800,199000,0.363947,non-default,"56,763"
25,173750,95,693,Y,2274,3754,274000,0.605754,non-default,"49,894"
35,99000,90,729,N,8078,12944,638888,0.624073,non-default,"44,228"
28,137500,100,724,N,1215,2625,130389,0.462857,default,"43,217"
28,158000,54,517,Y,520,3500,63000,0.148571,non-default,"43,003"
26,43500,100,785,N,1571,5108,214500,0.307557,non-default,"53,275"
39,216000,68,642,Y,819,2998,120000,0.273182,non-default,"50,152"
27,237900,95,555,Y,1234,1950,102000,0.632821,default,"38,111"
27,96900,100,556,Y,1407,3063,170000,0.459354,non-default,"56,763"
23,104000,100,632,N,2803,7250,146000,0.386621,non-default,"43,217"
32,189000,100,609,Y,353,759,53000,0.465086,non-default,"33,948"
37,65000,100,725,N,1670,6108,188000,0.273412,non-default,"53,275"
22,102025,100,739,N,1907,5025,163000,0.379526,non-default,"44,228"
23,113900,100,671,N,1644,5625,211485,0.292267,non-default,"43,003"
23,155708,95,765,Y,1354,2615,118000,0.517782,non-default,"45,787"
46,202350,95,772,N,688,2583,84500,0.266357,non-default,"42,590"
21,225000,100,713,N,789,3120,148000,0.252885,non-default,"49,894"
27,86000,100,748,Y,2741,4800,256000,0.571042,non-default,"44,286"
21,145883,90,664,Y,1122,2860,70000,0.392308,non-default,"42,519"
33,178100,95,748,N,935,2412,88600,0.387645,non-default,"48,688"
52,177480,90,735,N,0,5025,138000,0,non-default,"55,970"
45,162196,100,752,N,1668,4456,145000,0.374327,non-default,"40,171"
35,163900,100,577,Y,1291,3025,179175,0.426777,non-default,"39,000"
23,174600,97,677,N,1443,3583,135000,0.402735,non-default,"53,275"
38,255000,100,665,N,0,5025,128169,0,non-default,"46,984"
31,101000,100,686,N,0,6800,340000,0,non-default,"44,228"
41,151133,102,626,Y,1089,2600,96000,0.418846,non-default,"48,688"
35,188550,90,674,Y,950,3000,102820,0.316667,non-default,"56,763"
25,83000,87,733,N,1367,6000,169900,0.227833,non-default,"50,614"
30,83600,95,671,N,1002,6000,104000,0.167,non-default,"47,220"
37,252000,80,695,N,2581,5025,268500,0.513664,non-default,"44,228"
55,130000,79,812,N,541,3000,75000,0.180333,non-default,"38,550"
52,152100,90,666,Y,920,2140,71300,0.429907,non-default,"55,914"
37,198550,95,570,Y,1506,2531,104805,0.595022,non-default,"43,217"
37,131310,92,613,Y,468,1266,23900,0.369668,non-default,"41,275"
50,161650,95,749,N,1229,3726,166641,0.329844,non-default,"42,590"
42,242250,95,778,N,2927,11616,423330,0.25198,non-default,"53,275"
34,116950,90,630,Y,2609,5463,193179,0.477576,non-default,"43,217"
23,69000,87,717,N,2588,5000,175001,0.5176,non-default,"46,984"
37,305000,100,661,N,4329,5025,245000,0.861547,non-default,"44,286"
22,100000,100,689,N,1871,6700,223900,0.279254,non-default,"53,275"
48,204200,98,670,N,2240,4232,143000,0.529301,non-default,"47,220"
21,153900,95,710,Y,1186,38826,139400,0.030547,non-default,"39,000"
37,126600,90,729,N,1268,2684,152139,0.472429,non-default,"42,617"
37,110500,82,690,N,1068,5000,112000,0.2136,non-default,"43,988"
37,120000,80,709,N,1132,9000,202400,0.125778,non-default,"42,617"
41,179850,98,749,Y,1486,3166,74000,0.469362,non-default,"44,286"
37,117000,90,707,N,1853,8736,300000,0.212111,non-default,"56,763"
26,256500,90,642,Y,1520,2337,134000,0.650407,non-default,"40,171"
23,89200,97,628,Y,2804,7000,350000,0.400571,non-default,"43,003"
37,111600,90,598,N,2512,8782,149000,0.28604,non-default,"46,984"
23,65000,100,794,N,3856,8454,115825,0.456115,non-default,"40,171"
28,102500,100,749,Y,2308,5533,195000,0.417134,non-default,"45,787"
20,106000,100,664,N,1894,4500,149345,0.420889,non-default,"43,217"
41,78755,95,735,N,2160,7900,265000,0.273418,default,"49,894"
34,234400,80,619,N,946,2500,92000,0.3784,non-default,"40,171"
53,121600,95,683,N,452,2871,66000,0.157436,non-default,"38,281"
32,189450,97,773,N,1445,4041,145000,0.357585,non-default,"37,587"
31,164000,80,686,N,1268,2960,122544,0.428378,non-default,"43,217"
37,105600,80,755,Y,1352,1886,150000,0.716861,non-default,"40,171"
23,84000,100,731,N,3162,6860,215000,0.460933,non-default,"42,617"
37,113600,80,715,Y,2524,8777,249500,0.28757,non-default,"52,354"
37,160550,95,623,N,1506,2426,133000,0.620775,non-default,"43,217"
43,125970,95,771,N,1374,3279,104000,0.41903,non-default,"44,476"
26,104500,95,666,N,673,5000,104500,0.1346,non-default,"43,003"
37,140000,82,724,Y,1864,3333,217000,0.559256,non-default,"43,217"
31,216600,95,630,N,1427,3575,133500,0.399161,non-default,"43,003"
35,169500,100,549,Y,3190,6475,271000,0.492664,non-default,"45,787"
23,185250,95,660,N,1430,2668,156303,0.535982,non-default,"43,217"
37,204250,95,737,Y,1113,2045,115000,0.544254,non-default,"43,988"
51,115950,100,670,N,1646,5860,228000,0.280887,default,"41,275"
30,130950,97,799,N,1751,3000,182950,0.583667,non-default,"42,617"
47,132300,90,594,N,1041,3066,118000,0.33953,non-default,"43,217"
55,138000,71,741,N,1283,5125,138000,0.250341,non-default,"50,614"
51,114000,95,663,Y,902,2183,98900,0.413193,non-default,"56,763"
32,207000,90,745,N,0,5025,134000,0,non-default,"53,123"
32,288000,100,687,Y,1762,3307,128500,0.532809,non-default,"43,217"
28,134995,102,739,N,2588,5382,81184,0.480862,non-default,"49,894"
50,132610,89,678,Y,669,5025,80000,0.133143,non-default,"39,000"
26,154000,100,661,N,1257,6300,154000,0.199524,non-default,"45,787"
21,107100,90,538,N,2045,4376,217000,0.467322,non-default,"43,217"
32,137700,90,736,N,754,3000,96000,0.251333,non-default,"41,275"
37,116000,100,673,N,1040,6500,116000,0.16,non-default,"46,984"
39,197400,95,609,Y,1345,1980,106000,0.679293,non-default,"40,171"
37,130200,57,634,N,1265,2833,150000,0.446523,non-default,"40,171"
37,65075,95,664,N,1960,4333,190724,0.452342,non-default,"46,984"
37,220000,61,676,Y,5103,9278,183330,0.550011,non-default,"49,894"
37,215200,80,774,Y,1447,2769,97000,0.522571,non-default,"40,171"
26,252000,80,670,N,1471,20000,195000,0.07355,non-default,"43,217"
56,33250,95,673,N,4693,8101,225000,0.579311,non-default,"42,519"
50,432900,90,739,N,4297,10500,365000,0.409238,non-default,"51,022"
48,165950,100,765,N,3332,5519,223990,0.603733,non-default,"49,894"
28,157000,95,698,Y,889,2500,95000,0.3556,non-default,"40,171"
35,251750,95,670,N,1058,3500,118500,0.302286,non-default,"39,000"
61,148900,100,769,N,1668,5073,155200,0.3288,non-default,"45,787"
37,171475,95,771,N,1688,4400,170000,0.383636,non-default,"44,476"
24,78300,90,741,N,3137,8144,250000,0.385192,non-default,"43,217"
50,182700,94,671,Y,2483,4515,105000,0.549945,non-default,"40,171"
45,239407,95,640,Y,3271,5025,330000,0.650986,default,"44,228"
37,120000,100,791,N,791,2931,68900,0.269874,non-default,"44,286"
36,220100,86,660,Y,480,1560,59794,0.307692,default,"39,326"
24,79325,95,684,Y,4094,7444,272500,0.549973,non-default,"49,894"
40,111000,92,740,Y,1719,3799,170000,0.452487,non-default,"53,123"
43,118750,95,510,Y,2564,5828,99999,0.439945,non-default,"45,787"
23,81600,95,705,N,2228,7500,123000,0.297067,non-default,"43,217"
29,207000,90,628,N,2299,4217,244500,0.545174,non-default,"45,787"
41,77600,97,631,Y,2672,6458,229500,0.41375,non-default,"43,217"
24,82300,100,616,Y,1410,4010,84000,0.351621,non-default,"41,275"
37,148000,80,635,N,0,5025,156500,0,non-default,"56,772"
48,193800,95,689,N,1810,4167,172996,0.434365,non-default,"40,171"
35,284253,95,658,Y,960,1820,95000,0.527473,non-default,"40,171"
35,144875,95,717,N,3670,4583,149900,0.800786,non-default,"50,614"
48,107920,80,696,N,1391,2600,148689,0.535,non-default,"46,984"
29,309800,95,798,N,1224,3702,208206,0.330632,default,"56,763"
32,146400,98,748,N,1785,5285,250150,0.337748,non-default,"40,171"
42,84500,100,682,N,0,7300,220885,0,non-default,"41,275"
39,290000,80,660,Y,608,1473,73500,0.412763,non-default,"42,590"
39,155000,100,539,Y,978,3000,132000,0.326,non-default,"43,217"
35,182147,95,730,N,3682,12700,64433,0.289921,non-default,"51,022"
36,127376,102,706,Y,1541,3599,139900,0.428174,non-default,"40,171"
40,267650,100,562,Y,1198,1554,55000,0.770914,non-default,"45,787"
37,168000,100,744,N,1402,7000,209000,0.200286,non-default,"49,894"
37,131500,100,672,N,1227,2139,109000,0.573633,non-default,"43,217"
28,153000,100,743,N,1422,4098,79900,0.346999,non-default,"41,275"
30,131340,100,610,Y,2298,3409,184300,0.674098,non-default,"40,171"
37,165000,100,590,N,1447,2917,123453,0.496058,non-default,"43,217"
46,180828,90,708,N,888,2900,47000,0.306207,non-default,"40,171"
34,313275,97,631,N,0,5025,122680,0,non-default,"40,171"
31,152000,95,669,Y,1705,4000,159000,0.42625,non-default,"40,171"
26,98675,100,777,N,2739,6569,250000,0.416958,non-default,"49,894"
32,150000,94,635,N,2543,5025,378000,0.506102,non-default,"49,894"
70,117000,90,788,N,1221,7500,144571,0.1628,non-default,"37,587"
23,107000,100,658,Y,2685,6000,334525,0.4475,non-default,"49,894"
50,100000,93,697,N,1729,4982,105000,0.347049,non-default,"51,022"
53,130850,98,760,N,1343,3942,107000,0.34069,non-default,"39,000"
38,76500,100,681,N,381,3240,57000,0.117593,non-default,"47,220"
30,66405,95,730,N,486,15490,60000,0.031375,non-default,"43,003"
47,98990,95,788,N,4064,8230,291210,0.493803,non-default,"39,000"
35,300000,75,763,N,5254,12749,285000,0.412111,non-default,"42,590"
61,119900,89,745,N,2113,4080,178000,0.517892,non-default,"45,787"
54,152712,95,741,N,876,2730,103300,0.320879,non-default,"39,000"
33,116000,100,658,N,2006,5211,170000,0.384955,non-default,"40,171"
25,145600,98,775,N,2631,4061,111000,0.64787,non-default,"56,763"
27,159500,95,604,Y,846,3324,100900,0.254513,non-default,"45,787"
27,293550,95,692,N,1322,3186,156100,0.41494,non-default,"42,617"
30,142000,100,599,Y,1387,3188,155640,0.435069,non-default,"43,217"
37,208400,80,762,N,1947,5025,230000,0.387487,non-default,"49,894"
37,300000,80,714,N,448,1052,48900,0.425856,non-default,"38,550"
53,275000,69,783,N,2852,10366,368000,0.27513,non-default,"53,275"
37,292500,90,644,N,835,2611,95000,0.319801,non-default,"45,787"
37,202500,90,662,Y,1230,3360,90000,0.366071,non-default,"42,617"
21,92282,99,769,N,2053,3177,236000,0.646207,non-default,"51,022"
48,200205,90,722,Y,794,2708,36500,0.293205,default,"45,787"
34,197280,90,678,N,1485,4333,177901,0.342719,non-default,"42,617"
38,89000,100,665,N,0,5000,114760,0,non-default,"40,171"
42,147050,100,680,N,1268,5950,225000,0.213109,non-default,"49,894"
51,64038,95,669,Y,2105,6956,102600,0.302616,non-default,"43,988"
56,145000,100,720,N,1717,4187,154900,0.410079,non-default,"53,275"
37,142605,80,612,Y,1622,2817,151000,0.57579,non-default,"40,171"
30,215910,90,698,N,1053,1777,99000,0.592572,non-default,"45,787"
38,322700,95,682,N,2500,5025,321900,0.497544,non-default,"49,894"
31,51300,95,661,Y,2574,8500,350000,0.302824,non-default,"56,772"
37,292500,75,740,Y,2198,2530,143462,0.868775,non-default,"41,275"
27,306000,90,798,N,2385,17500,98700,0.136286,non-default,"44,476"
27,77100,97,616,Y,2306,4510,224374,0.511308,non-default,"40,171"
45,173850,95,773,Y,1122,2721,92000,0.412348,non-default,"44,160"
37,126000,100,706,N,1532,4256,192000,0.359962,non-default,"45,787"
37,191200,80,598,N,897,2442,114021,0.367322,non-default,"43,217"
30,176758,97,717,N,1138,5025,166000,0.226482,non-default,"55,970"
37,246500,85,704,N,0,5025,195000,0,non-default,"55,970"
37,153900,95,655,Y,632,2204,70000,0.286751,non-default,"44,160"
40,161550,97,562,Y,808,1510,116900,0.535099,default,"43,003"
36,149900,90,742,N,1613,4678,133100,0.344805,non-default,"44,623"
34,139150,97,610,Y,1523,4265,135000,0.357093,non-default,"49,894"
23,198000,100,723,N,2190,3630,136500,0.603306,non-default,"40,171"
37,135000,100,671,N,965,3950,111397,0.244304,non-default,"42,590"
56,79200,90,688,N,1460,8500,286390,0.171765,non-default,"49,894"
43,203700,97,754,N,1575,2661,55000,0.591883,non-default,"44,286"
37,77000,100,747,N,3054,7410,310000,0.412146,non-default,"39,000"
31,117100,97,744,Y,3151,5433,183090,0.579974,non-default,"39,000"
27,104000,100,709,N,1035,4425,130000,0.233898,non-default,"47,220"
23,109250,95,720,N,2444,5025,170000,0.486399,non-default,"56,772"
34,276000,80,536,N,670,1520,109000,0.440789,non-default,"43,217"
31,137750,95,730,N,2637,7292,265000,0.361629,non-default,"39,395"
49,190100,95,770,N,2648,10588,400000,0.250094,non-default,"44,228"
37,135800,97,581,N,764,2600,133000,0.293846,non-default,"39,000"
37,130000,85,710,N,1732,3952,245900,0.438259,non-default,"55,970"
37,119150,80,572,N,704,1083,50000,0.650046,default,"38,550"
31,150300,90,638,Y,1230,2000,99500,0.615,non-default,"43,217"
20,84900,100,735,N,4747,4748,227460,0.999789,non-default,"49,894"
37,136950,100,606,Y,1740,3356,99000,0.518474,non-default,"40,171"
37,68400,95,616,N,2210,5260,130324,0.420152,non-default,"43,217"
29,248675,102,729,N,1544,3000,105000,0.514667,non-default,"51,022"
59,122800,80,677,N,885,2280,34200,0.388158,non-default,"38,111"
34,78400,80,701,Y,2481,4583,205000,0.541348,non-default,"44,160"
37,229387,100,733,N,955,2500,114000,0.382,non-default,"56,763"
44,310175,95,660,N,0,5025,674500,0,default,"44,228"
37,110400,74,693,N,1126,4100,87000,0.274634,non-default,"39,326"
33,160000,100,665,N,4303,5025,315000,0.856372,non-default,"56,772"
37,250000,100,560,Y,1381,3033,176200,0.455325,non-default,"49,894"
35,128040,97,824,N,3979,12685,137000,0.313678,non-default,"50,614"
43,180900,79,745,N,2621,5442,309000,0.481624,non-default,"49,894"
26,95000,100,567,Y,2058,4333,172250,0.47496,non-default,"53,275"
37,322700,90,659,N,2267,5025,168465,0.451173,non-default,"44,286"
43,108000,80,620,Y,1332,4333,68500,0.307408,non-default,"41,275"
21,139000,100,685,N,2245,6800,309900,0.330147,non-default,"53,275"
37,242500,100,629,N,1919,3460,219000,0.554624,non-default,"40,171"
33,85000,100,673,N,717,3500,85000,0.204857,non-default,"37,587"
27,230800,95,685,N,795,3356,81000,0.236889,non-default,"47,220"
41,89100,90,745,N,4735,11714,165750,0.404217,non-default,"44,476"
28,108650,100,770,N,2335,6869,285000,0.339933,non-default,"45,787"
29,171535,102,671,N,2223,5025,270000,0.442416,default,"56,772"
29,157223,102,647,Y,1470,4166,130000,0.352856,non-default,"49,894"
40,232750,95,777,N,0,5025,175000,0,non-default,"56,772"
49,173850,95,741,Y,2069,3281,132000,0.6306,non-default,"53,275"
37,85050,90,697,N,2049,4153,205990,0.493378,non-default,"49,894"
37,83000,100,691,N,1284,4859,165000,0.264252,non-default,"51,022"
37,113000,66,738,N,2628,5025,279618,0.523018,non-default,"45,787"
72,190350,90,701,Y,2097,5500,116000,0.381273,non-default,"45,787"
39,243000,90,579,N,1589,3416,148900,0.465164,non-default,"43,217"
37,174350,80,737,N,3046,9140,400000,0.33326,non-default,"56,772"
42,81098,101,618,N,3287,6139,127315,0.535429,non-default,"41,275"
37,81000,90,540,Y,2106,3380,285000,0.623077,non-default,"49,894"
28,121100,85,707,N,1585,5600,173500,0.283036,non-default,"55,914"
37,143950,90,710,Y,2149,5720,154000,0.375699,non-default,"45,787"
67,244150,95,716,N,1804,3444,81700,0.52381,non-default,"40,171"
25,102600,100,650,N,769,2288,68500,0.336101,non-default,"44,476"
24,155103,97,693,N,3437,5693,167193,0.603724,non-default,"42,519"
48,134555,100,658,N,1299,4920,167000,0.264024,non-default,"44,476"
41,233100,90,684,N,2273,5025,236000,0.452367,non-default,"42,617"
42,138100,95,675,N,0,5025,166105,0,non-default,"41,275"
36,62400,80,674,N,1105,5000,137400,0.221,default,"44,160"
37,80522,95,731,N,2123,5178,224900,0.410004,non-default,"49,894"
40,102500,100,752,N,1389,5346,166500,0.25982,non-default,"43,003"
37,225000,90,707,Y,1912,2063,136900,0.926806,non-default,"37,396"
70,68500,100,633,N,2731,6616,182500,0.412787,non-default,"53,275"
44,281000,100,670,N,1206,5025,179000,0.240015,non-default,"49,894"
32,114000,93,772,N,790,3711,98000,0.212881,non-default,"38,550"
54,310950,99,712,N,7029,5025,144146,1.398894,non-default,"47,220"
38,86500,100,756,N,1993,6083,216000,0.327634,non-default,"44,476"
53,261000,90,645,N,3499,5025,234900,0.696362,non-default,"55,914"
32,141650,100,688,N,0,6000,131470,0,non-default,"41,275"
40,283500,90,701,N,2346,12000,385710,0.1955,non-default,"56,763"
29,52600,100,734,N,3172,7114,218085,0.445881,non-default,"48,688"
27,92150,95,773,N,1238,2311,78000,0.535699,non-default,"45,787"
30,129900,100,695,N,640,4000,80000,0.16,non-default,"40,171"
26,230000,88,599,N,778,2179,123065,0.357045,non-default,"53,275"
44,244000,89,707,N,873,2625,101867,0.332571,non-default,"44,476"
28,157500,100,603,N,1030,5191,168837,0.19842,non-default,"40,171"
23,123700,98,659,Y,1926,5119,227000,0.376245,non-default,"56,763"
40,109600,80,725,N,886,3282,125000,0.269957,non-default,"44,286"
45,143500,100,645,N,3008,3438,196000,0.874927,non-default,"47,220"
30,84800,100,602,N,4726,7417,250000,0.637185,non-default,"52,354"
37,152000,100,668,N,1408,5416,194563,0.25997,non-default,"42,590"
50,87400,95,601,Y,1340,3579,63000,0.374406,non-default,"41,275"
32,153000,97,737,Y,3511,7800,475000,0.450128,non-default,"44,228"
37,80750,95,795,N,1297,5634,128000,0.230209,non-default,"43,217"
27,219235,90,746,Y,0,5025,133000,0,non-default,"50,152"
35,202898,102,624,N,1232,3401,69800,0.362246,non-default,"47,220"
31,162000,80,645,Y,1501,2900,133000,0.517586,non-default,"40,171"
29,190000,95,712,N,590,2400,76000,0.245833,non-default,"55,914"
44,66700,100,658,N,3780,8066,216165,0.468634,non-default,"49,894"
45,46000,100,692,N,1797,8500,46000,0.211412,non-default,"49,894"
58,210500,97,570,N,1817,5666,169000,0.320685,non-default,"42,590"
37,255000,100,618,Y,973,2340,130000,0.415812,non-default,"43,217"
42,139900,100,620,Y,2091,7100,236380,0.294507,non-default,"40,171"
35,75000,83,728,N,941,3683,140000,0.255498,non-default,"56,763"
31,130000,87,751,N,1985,5399,152900,0.367661,non-default,"55,914"
37,315000,90,635,N,3096,8600,198000,0.36,non-default,"56,772"
25,286500,95,660,Y,730,2295,104500,0.318083,non-default,"42,590"
39,174200,85,644,Y,2836,4324,159000,0.655874,non-default,"40,171"
36,256000,95,620,N,1109,2011,141531,0.551467,non-default,"43,217"
37,228000,80,753,Y,3401,9823,294500,0.346228,non-default,"40,171"
37,209000,95,665,N,2278,5025,209000,0.453362,non-default,"44,228"
